N°        Compile         Mode  Dimension  Test_Mode  Samples    N Procs    Scaling    Avg_Time(s)     Seq_time(s)     Speedup    Efficiency
39         MPISG           2     512        1          25         4          0          0.002184891701  0.002335214615  1.07       26.72     %
40         MPISG           2     512        1          25         8          0          0.004956078529  0.002335214615  0.47       5.89      %
41         MPISG           2     512        1          25         16         0          0.018285036087  0.002335214615  0.13       0.80      %
42         MPISG           2     512        1          25         32         0          0.006390070915  0.002335214615  0.37       1.14      %
43         MPISG           2     512        1          25         64         0          0.012671327591  0.002335214615  0.18       0.29      %
45         MPISG           2     1024       1          25         2          0          0.007597684860  0.010541391373  1.39       69.37     %
46         MPISG           2     1024       1          25         4          0          0.007445549965  0.010541391373  1.42       35.39     %
47         MPISG           2     1024       1          25         8          0          0.011806082726  0.010541391373  0.89       11.16     %
48         MPISG           2     1024       1          25         16         0          0.038356685638  0.010541391373  0.27       1.72      %
49         MPISG           2     1024       1          25         32         0          0.014375615120  0.010541391373  0.73       2.29      %
50         MPISG           2     1024       1          25         64         0          0.026610589027  0.010541391373  0.40       0.62      %
52         MPISG           2     2048       1          25         2          0          0.032586288452  0.050274491310  1.54       77.14     %
53         MPISG           2     2048       1          25         4          0          0.026217818260  0.050274491310  1.92       47.94     %
54         MPISG           2     2048       1          25         8          0          0.034928202629  0.050274491310  1.44       17.99     %
55         MPISG           2     2048       1          25         16         0          0.090858268738  0.050274491310  0.55       3.46      %
56         MPISG           2     2048       1          25         32         0          0.037501120567  0.050274491310  1.34       4.19      %
57         MPISG           2     2048       1          25         64         0          0.066418266296  0.050274491310  0.76       1.18      %
59         MPISG           2     4096       1          25         2          0          0.152316594124  0.228687119484  1.50       75.07     %
60         MPISG           2     4096       1          25         4          0          0.142777991295  0.228687119484  1.60       40.04     %
61         MPISG           2     4096       1          25         8          0          0.183461976051  0.228687119484  1.25       15.58     %
62         MPISG           2     4096       1          25         16         0          0.248197174072  0.228687119484  0.92       5.76      %
63         MPISG           2     4096       1          25         32         0          0.136637377739  0.228687119484  1.67       5.23      %
64         MPISG           2     4096       1          25         64         0          0.169951653481  0.228687119484  1.35       2.10      %
66         MPISG           2     16         1          25         2          1          0.000053548813  0.000015735626  0.29       14.69     %
67         MPISG           2     16         1          25         4          1          0.000208330154  0.000015735626  0.08       1.89      %
68         MPISG           2     16         1          25         8          1          0.000717425346  0.000015735626  0.02       0.27      %
69         MPISG           2     16         1          25         16         1          0.006702828407  0.000015735626  0.00       0.01      %
71         MPISG           2     32         1          25         2          1          0.000079131126  0.000022459030  0.28       14.19     %
72         MPISG           2     32         1          25         4          1          0.000322365761  0.000022459030  0.07       1.74      %
73         MPISG           2     32         1          25         8          1          0.001994872093  0.000022459030  0.01       0.14      %
74         MPISG           2     32         1          25         16         1          0.018339943886  0.000022459030  0.00       0.01      %
76         MPISG           2     64         1          25         2          1          0.000130343437  0.000065732002  0.50       25.21     %
77         MPISG           2     64         1          25         4          1          0.000747418404  0.000065732002  0.09       2.20      %
78         MPISG           2     64         1          25         8          1          0.004862689972  0.000065732002  0.01       0.17      %
79         MPISG           2     64         1          25         16         1          0.038837552071  0.000065732002  0.00       0.01      %
81         MPISG           2     128        1          25         2          1          0.000469541550  0.000175428391  0.37       18.68     %
82         MPISG           2     128        1          25         4          1          0.002254843712  0.000175428391  0.08       1.95      %
83         MPISG           2     128        1          25         8          1          0.011890220642  0.000175428391  0.01       0.18      %
84         MPISG           2     128        1          25         16         1          0.091678881645  0.000175428391  0.00       0.01      %
86         MPISG           2     256        1          25         2          1          0.001679897308  0.000455570221  0.27       13.56     %
87         MPISG           2     256        1          25         4          1          0.007182145119  0.000455570221  0.06       1.59      %
88         MPISG           2     256        1          25         8          1          0.035287261009  0.000455570221  0.01       0.16      %
89         MPISG           2     256        1          25         16         1          0.241363954544  0.000455570221  0.00       0.01      %
91         MPISG           2     512        1          25         2          1          0.007312536240  0.002306580544  0.32       15.77     %
92         MPISG           2     512        1          25         4          1          0.027323222160  0.002306580544  0.08       2.11      %
93         MPISG           2     512        1          25         8          1          0.136047005653  0.002306580544  0.02       0.21      %
94         MPISG           2     512        1          25         16         1          0.761075448990  0.002306580544  0.00       0.02      %
96         MPISG           2     1024       1          25         2          1          0.030639767647  0.009931373596  0.32       16.21     %
97         MPISG           2     1024       1          25         4          1          0.145969581604  0.009931373596  0.07       1.70      %
98         MPISG           2     1024       1          25         8          1          0.563032174110  0.009931373596  0.02       0.22      %
99         MPISG           2     1024       1          25         16         1          2.812118864059  0.009931373596  0.00       0.02      %
